date,day,month,year,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2015-03-23,23,3,2015,525000.0,3.0,3.25,2200.0,7440.0,2.0,0,0,4,7,1710.0,490,68.0,0,98118,47.5409,-122.26799999999999,1260.0,6765.0
2015-03-09,9,3,2015,347500.0,3.0,1.75,1620.0,7500.0,1.0,0,0,3,7,1220.0,400,34.0,0,98059,47.4815,-122.162,1470.0,7938.0
2014-05-05,5,5,2014,620000.0,3.0,1.75,1480.0,2185.0,2.5,0,0,3,9,1480.0,0,9.0,0,98034,47.6945,-122.17,1480.0,2441.0
2015-04-22,22,4,2015,645000.0,4.0,2.5,2250.0,10696.0,2.0,0,0,3,8,2250.0,0,19.0,0,98006,47.5715,-122.12799999999999,2340.0,13286.0
2014-12-03,3,12,2014,2200000.0,4.0,3.0,3540.0,11098.0,2.0,0,0,3,10,3000.0,540,74.0,0,98112,47.63399999999999,-122.288,3430.0,8214.0
2015-05-01,1,5,2015,432000.0,3.0,2.0,1400.0,6380.0,1.0,0,0,4,7,700.0,700,91.0,0,98125,47.7015,-122.316,1690.0,5800.0
2014-12-22,22,12,2014,790000.0,3.0,1.5,2390.0,4452.0,2.0,0,1,3,9,1790.0,600,85.0,0,98126,47.5826,-122.37799999999999,2610.0,5000.0
2015-01-13,13,1,2015,635000.0,4.0,1.75,2400.0,10050.0,1.0,0,0,5,8,2400.0,0,58.0,0,98008,47.6339,-122.124,1680.0,10050.0
2014-08-19,19,8,2014,442000.0,3.0,1.5,2050.0,6384.0,1.0,0,0,3,7,1350.0,700,56.0,0,98126,47.5325,-122.37799999999999,1590.0,7214.0
2015-04-22,22,4,2015,490000.0,4.0,3.0,2640.0,5267.0,2.0,0,0,3,7,2640.0,0,14.0,0,98065,47.5298,-121.88,2640.0,5670.0
2014-09-25,25,9,2014,250000.0,5.0,1.75,2320.0,7700.0,1.0,0,0,5,7,1290.0,1030,52.0,0,98001,47.3426,-122.285,1740.0,7210.0
2014-06-19,19,6,2014,1325000.0,4.0,2.5,2440.0,3600.0,2.5,0,0,4,8,2440.0,0,112.0,0,98119,47.6298,-122.36200000000001,2440.0,5440.0
2014-10-27,27,10,2014,120000.0,3.0,1.0,1260.0,7500.0,1.0,0,0,3,6,1260.0,0,60.0,0,98198,47.4191,-122.33,1260.0,7500.0
2014-09-23,23,9,2014,325000.0,4.0,2.5,1930.0,8458.0,2.0,0,0,3,7,1930.0,0,21.0,0,98038,47.3645,-122.039,1670.0,9485.0
2014-06-12,12,6,2014,210000.0,4.0,1.75,1200.0,7680.0,1.0,0,0,3,7,1200.0,0,46.0,0,98092,47.3138,-122.19200000000001,1490.0,7800.0
2015-05-04,4,5,2015,215000.0,1.0,1.0,970.0,7639.0,1.0,0,0,4,5,570.0,400,95.0,0,98166,47.4655,-122.346,1360.0,7380.0
2014-10-29,29,10,2014,387000.0,3.0,1.75,1810.0,10800.0,1.0,0,0,5,8,1210.0,600,46.0,0,98056,47.5236,-122.184,1800.0,10800.0
2014-09-18,18,9,2014,408000.0,3.0,1.0,1380.0,7015.0,1.5,0,0,4,7,1380.0,0,89.0,0,98117,47.6987,-122.36,1160.0,6700.0
2014-07-10,10,7,2014,410000.0,3.0,1.0,1470.0,6500.0,1.0,0,0,4,7,1470.0,0,61.0,0,98166,47.473,-122.36200000000001,1470.0,9300.0
2014-12-16,16,12,2014,216000.0,3.0,1.0,1010.0,7920.0,1.0,0,0,3,6,1010.0,0,89.0,0,98126,47.5249,-122.37,1520.0,7560.0
2015-03-30,30,3,2015,390000.0,3.0,1.0,1010.0,7920.0,1.0,0,0,3,6,1010.0,0,90.0,0,98126,47.5249,-122.37,1520.0,7560.0
2014-12-11,11,12,2014,357000.0,3.0,1.5,1340.0,11744.0,1.0,0,0,2,7,1340.0,0,64.0,0,98146,47.4947,-122.36,2020.0,13673.0
2014-05-19,19,5,2014,215000.0,3.0,1.0,970.0,7275.0,1.0,0,0,4,7,970.0,0,44.0,0,98031,47.4006,-122.18799999999999,1750.0,7200.0
2015-02-13,13,2,2015,265000.0,3.0,1.0,1122.0,6554.0,1.5,0,0,3,5,1122.0,0,115.0,0,98118,47.5135,-122.257,1610.0,5650.0
2014-12-09,9,12,2014,589950.0,3.0,2.75,1670.0,1350.0,3.0,0,0,3,9,1350.0,320,0.0,0,98116,47.5763,-122.40799999999999,1520.0,4800.0
2015-02-06,6,2,2015,440000.0,3.0,1.75,2840.0,16851.0,1.0,0,3,3,8,1600.0,1240,65.0,0,98155,47.7458,-122.287,2650.0,11063.0
2015-04-29,29,4,2015,248000.0,2.0,1.0,770.0,8600.0,1.0,0,0,4,4,770.0,0,101.0,0,98027,47.5325,-122.031,1420.0,6960.0
2015-01-19,19,1,2015,425000.0,4.0,2.5,3052.0,12145.0,2.0,0,0,3,8,3052.0,0,11.0,0,98003,47.2598,-122.304,2767.0,8604.0
2014-09-12,12,9,2014,680000.0,3.0,2.5,2620.0,14248.0,2.0,0,0,4,8,1830.0,790,37.0,0,98004,47.6281,-122.194,2620.0,12343.0
2015-02-18,18,2,2015,341500.0,5.0,2.25,3120.0,10400.0,2.0,0,0,3,8,3120.0,0,35.0,0,98023,47.3097,-122.34,2160.0,8267.0
2015-05-08,8,5,2015,395000.0,2.0,1.0,1100.0,3975.0,1.0,0,0,3,7,900.0,200,65.0,0,98105,47.6701,-122.286,1110.0,4280.0
2014-07-08,8,7,2014,695500.0,5.0,2.75,2510.0,9180.0,1.0,0,1,4,8,1600.0,910,39.0,0,98052,47.6389,-122.098,2650.0,9780.0
2014-10-02,2,10,2014,308000.0,3.0,1.75,1680.0,8629.0,1.0,0,0,3,8,1200.0,480,37.0,0,98198,47.3662,-122.319,1990.0,8400.0
2015-04-21,21,4,2015,418000.0,2.0,1.0,1040.0,6900.0,1.0,0,0,4,7,1040.0,0,100.0,0,98136,47.5411,-122.391,1620.0,6280.0
2014-10-07,7,10,2014,385000.0,5.0,1.5,1750.0,9780.0,1.5,0,0,4,7,1750.0,0,53.0,0,98028,47.7755,-122.235,1750.0,10295.0
2014-08-21,21,8,2014,450000.0,3.0,2.5,1639.0,2710.0,2.0,0,0,3,8,1479.0,160,11.0,0,98144,47.5924,-122.294,1580.0,1733.0
2014-06-25,25,6,2014,418800.0,4.0,2.25,2100.0,9984.0,1.0,0,0,4,7,1290.0,810,41.0,0,98028,47.7365,-122.242,1930.0,10511.0
2014-10-08,8,10,2014,330000.0,2.0,1.0,880.0,1753.0,2.0,0,0,4,7,880.0,0,69.0,0,98199,47.6475,-122.397,1010.0,1748.0
2015-04-16,16,4,2015,550000.0,3.0,1.75,1940.0,8376.0,1.0,0,0,4,8,1290.0,650,52.0,0,98006,47.5586,-122.17299999999999,2400.0,8674.0
2014-10-30,30,10,2014,270000.0,4.0,2.5,2490.0,11650.0,1.0,0,0,3,7,1390.0,1100,24.0,0,98148,47.4416,-122.33200000000001,2010.0,10495.0
2015-04-29,29,4,2015,978500.0,3.0,2.25,2060.0,7080.0,2.0,0,0,3,9,1800.0,260,75.0,0,98199,47.6455,-122.40899999999999,3070.0,7500.0
2014-09-30,30,9,2014,975000.0,4.0,2.5,2720.0,10455.0,2.0,0,2,3,10,2500.0,220,33.0,0,98006,47.5564,-122.15799999999999,3240.0,12348.0
2014-07-25,25,7,2014,455000.0,3.0,2.25,2180.0,6850.0,1.0,0,0,3,7,1750.0,430,41.0,0,98034,47.7246,-122.21700000000001,1740.0,7016.0
2015-04-06,6,4,2015,220000.0,2.0,1.0,840.0,9000.0,1.0,0,0,5,6,840.0,0,64.0,0,98168,47.5033,-122.329,1350.0,10400.0
2014-08-13,13,8,2014,490000.0,3.0,2.0,2370.0,12196.0,2.0,0,0,4,7,2370.0,0,44.0,0,98033,47.6734,-122.176,1380.0,12196.0
2015-04-21,21,4,2015,420000.0,4.0,2.25,2270.0,9100.0,2.0,0,0,3,7,2270.0,0,37.0,0,98034,47.7242,-122.17,1710.0,7910.0
2014-12-08,8,12,2014,408500.0,4.0,2.5,2720.0,7043.0,2.0,0,0,3,9,2720.0,0,11.0,0,98092,47.3315,-122.169,2640.0,6958.0
2015-03-27,27,3,2015,716000.0,3.0,1.5,1140.0,4800.0,1.5,0,0,3,7,1140.0,0,100.0,0,98109,47.6368,-122.354,1260.0,4800.0
2014-06-02,2,6,2014,965000.0,4.0,2.5,2460.0,5000.0,2.0,0,0,5,8,1620.0,840,76.0,0,98112,47.6282,-122.29299999999999,2320.0,5000.0
2015-01-13,13,1,2015,357823.0,3.0,1.5,1240.0,9196.0,1.0,0,0,3,8,1240.0,0,47.0,0,98072,47.7562,-122.094,1690.0,10800.0
2014-08-05,5,8,2014,425000.0,3.0,2.25,1670.0,9500.0,1.0,0,0,3,7,1170.0,500,37.0,0,98125,47.7253,-122.309,1470.0,9500.0
2015-04-16,16,4,2015,711777.0,4.0,1.75,2220.0,6731.0,1.0,0,0,4,7,1110.0,1110,62.0,0,98116,47.5691,-122.391,1600.0,6350.0
2014-12-01,1,12,2014,335000.0,3.0,1.0,980.0,9903.0,1.0,0,0,4,7,980.0,0,48.0,0,98028,47.7746,-122.23899999999999,1830.0,9903.0
2014-06-16,16,6,2014,825000.0,4.0,1.5,1890.0,6938.0,1.5,0,0,3,8,1890.0,0,95.0,0,98116,47.5896,-122.389,1700.0,6250.0
2015-05-01,1,5,2015,210000.0,2.0,1.0,1100.0,6000.0,1.5,0,0,4,6,1100.0,0,115.0,0,98108,47.5275,-122.323,1280.0,6000.0
2014-08-11,11,8,2014,575000.0,2.0,1.75,2770.0,19700.0,2.0,0,0,3,8,1780.0,990,31.0,0,98177,47.7581,-122.365,2360.0,9700.0
2014-08-01,1,8,2014,431500.0,2.0,2.0,1370.0,4866.0,1.0,0,0,3,8,1370.0,0,9.0,0,98053,47.70399999999999,-122.012,1365.0,4784.0
2014-09-03,3,9,2014,475000.0,3.0,1.5,1480.0,13457.0,1.0,0,0,3,7,1480.0,0,55.0,0,98007,47.5914,-122.13600000000001,2100.0,10517.0
2014-11-26,26,11,2014,1495000.0,4.0,3.75,3770.0,4000.0,2.5,0,0,5,9,2890.0,880,98.0,0,98122,47.6157,-122.287,2800.0,5000.0
2014-07-16,16,7,2014,635000.0,3.0,2.5,1530.0,2978.0,1.0,0,0,3,7,1210.0,320,17.0,0,98117,47.6796,-122.39,1640.0,5100.0
2015-04-07,7,4,2015,1300000.0,3.0,2.75,4120.0,16365.0,1.0,0,2,3,12,4120.0,0,16.0,0,98059,47.5265,-122.148,4020.0,14110.0
2014-08-01,1,8,2014,405000.0,3.0,2.25,1590.0,7267.0,1.0,0,0,4,7,1100.0,490,38.0,0,98133,47.7457,-122.33200000000001,2060.0,8336.0
2014-07-21,21,7,2014,210000.0,3.0,1.0,1520.0,8600.0,1.0,0,0,3,6,1040.0,480,63.0,0,98168,47.5134,-122.335,1320.0,8600.0
2015-05-04,4,5,2015,880000.0,4.0,2.5,2350.0,4675.0,2.0,0,0,3,9,2150.0,200,92.0,0,98112,47.6344,-122.305,2240.0,3848.0
2014-10-24,24,10,2014,239000.0,4.0,2.0,1370.0,8837.0,1.5,0,0,3,7,1370.0,0,59.0,0,98188,47.4386,-122.285,1360.0,9000.0
2014-07-14,14,7,2014,515000.0,3.0,2.5,1540.0,6100.0,1.0,0,0,3,6,770.0,770,70.0,2014,98126,47.5696,-122.37799999999999,1710.0,5950.0
2014-07-22,22,7,2014,215000.0,4.0,2.25,1500.0,5393.0,2.0,0,0,3,7,1500.0,0,15.0,0,98001,47.3378,-122.262,1500.0,5952.0
2015-04-09,9,4,2015,315000.0,6.0,2.0,1750.0,17685.0,1.0,0,0,4,5,1750.0,0,72.0,0,98056,47.5096,-122.178,1750.0,9209.0
2014-07-30,30,7,2014,442500.0,3.0,1.5,1800.0,8303.0,1.0,0,0,3,7,1200.0,600,57.0,0,98133,47.7693,-122.35700000000001,1800.0,8171.0
2014-12-17,17,12,2014,425000.0,2.0,1.0,830.0,6030.0,1.0,0,0,4,6,830.0,0,89.0,0,98103,47.6994,-122.34700000000001,1280.0,6030.0
2014-09-04,4,9,2014,433500.0,3.0,1.75,1540.0,9450.0,1.0,0,0,4,6,1040.0,500,95.0,0,98103,47.6985,-122.348,1200.0,5400.0
2014-08-04,4,8,2014,450000.0,3.0,2.25,1610.0,8296.0,2.0,0,0,3,8,1610.0,0,36.0,0,98115,47.7,-122.29700000000001,1610.0,8288.0
2014-05-20,20,5,2014,675000.0,3.0,2.25,1990.0,10260.0,2.0,0,0,4,8,1990.0,0,27.0,0,98052,47.6801,-122.115,1990.0,10260.0
2014-06-24,24,6,2014,535000.0,3.0,2.5,2070.0,4132.0,2.0,0,0,3,8,2070.0,0,15.0,0,98074,47.6036,-122.015,1530.0,5606.0
2014-06-13,13,6,2014,577000.0,3.0,1.75,1760.0,12874.0,1.0,0,0,4,7,1230.0,530,47.0,0,98005,47.5906,-122.167,1950.0,10240.0
2014-12-17,17,12,2014,480000.0,3.0,1.75,1740.0,8528.0,1.0,0,0,4,7,1290.0,450,75.0,0,98125,47.7097,-122.303,1610.0,8528.0
2015-01-12,12,1,2015,400000.0,3.0,1.5,1950.0,4473.0,1.0,0,0,4,6,1530.0,420,101.0,0,98034,47.7094,-122.228,2670.0,14256.0
2014-06-13,13,6,2014,304000.0,3.0,1.0,1280.0,8184.0,1.5,0,0,4,6,1280.0,0,67.0,0,98155,47.7467,-122.319,1120.0,8184.0
2015-03-25,25,3,2015,355000.0,3.0,1.75,1460.0,7203.0,1.0,0,0,3,7,1460.0,0,25.0,0,98056,47.5049,-122.189,1570.0,7203.0
2014-08-14,14,8,2014,550000.0,4.0,1.75,2410.0,8447.0,2.0,0,3,4,8,2060.0,350,78.0,1980,98074,47.6499,-122.088,2520.0,14789.0
2014-10-16,16,10,2014,550000.0,4.0,1.75,2410.0,8447.0,2.0,0,3,4,8,2060.0,350,78.0,1980,98074,47.6499,-122.088,2520.0,14789.0
2014-08-21,21,8,2014,210000.0,3.0,1.75,1400.0,7300.0,2.0,0,0,3,6,1400.0,0,66.0,0,98178,47.4999,-122.26799999999999,1440.0,10825.0
2015-02-26,26,2,2015,317000.0,3.0,2.5,2100.0,7587.0,2.0,0,0,3,9,2100.0,0,25.0,0,98023,47.3072,-122.391,2330.0,8119.0
2014-06-16,16,6,2014,265000.0,3.0,1.0,1000.0,9150.0,1.0,0,0,3,7,1000.0,0,45.0,0,98059,47.4829,-122.124,1490.0,10647.0
2014-09-02,2,9,2014,700000.0,4.0,3.5,3150.0,6175.0,2.0,0,0,3,9,3150.0,0,13.0,0,98075,47.5966,-122.01700000000001,3150.0,6986.0
2014-09-08,8,9,2014,1020000.0,5.0,3.5,4180.0,17841.0,2.0,0,2,3,10,3160.0,1020,24.0,0,98075,47.5618,-122.037,3260.0,12608.0
2014-09-24,24,9,2014,410000.0,2.0,1.5,1660.0,4000.0,1.0,0,0,3,7,1000.0,660,64.0,0,98115,47.6832,-122.304,1570.0,5500.0
2014-09-05,5,9,2014,665000.0,4.0,3.0,2160.0,4400.0,1.0,0,0,5,7,1320.0,840,93.0,0,98122,47.6163,-122.29299999999999,1430.0,4400.0
2015-04-14,14,4,2015,600000.0,4.0,2.5,2420.0,7744.0,2.0,0,0,3,9,2420.0,0,21.0,0,98056,47.534,-122.18,2820.0,11129.0
2015-05-04,4,5,2015,502000.0,4.0,1.75,1920.0,3844.0,1.0,0,0,3,7,1170.0,750,48.0,0,98133,47.7041,-122.353,1480.0,3844.0
2014-06-04,4,6,2014,364950.0,4.0,2.5,2310.0,8030.0,2.0,0,0,3,7,2310.0,0,36.0,0,98019,47.7433,-121.98200000000001,1780.0,8041.0
2014-05-29,29,5,2014,680000.0,3.0,2.25,2330.0,4000.0,1.5,0,2,5,7,1520.0,810,87.0,0,98115,47.6732,-122.29,1870.0,4000.0
2014-07-08,8,7,2014,235500.0,5.0,2.5,2340.0,13713.0,1.0,0,0,2,8,1670.0,670,47.0,0,98003,47.3307,-122.324,2080.0,11000.0
2014-07-21,21,7,2014,576000.0,4.0,2.5,2590.0,5756.0,2.0,0,0,3,8,2590.0,0,13.0,0,98065,47.5356,-121.875,2620.0,6109.0
2014-05-05,5,5,2014,405000.0,2.0,3.0,1410.0,1240.0,2.0,0,0,3,8,1140.0,270,8.0,0,98136,47.5221,-122.39,1410.0,1273.0
2014-07-16,16,7,2014,335000.0,3.0,2.75,2850.0,8039.0,1.0,0,0,4,8,1540.0,1310,25.0,0,98031,47.4141,-122.204,2240.0,7727.0
2015-04-20,20,4,2015,122000.0,2.0,1.0,730.0,6728.0,1.0,0,0,3,6,730.0,0,62.0,0,98148,47.4275,-122.324,1170.0,7034.0
2014-06-06,6,6,2014,432000.0,3.0,1.75,1470.0,6250.0,1.0,0,3,4,7,1070.0,400,75.0,0,98155,47.7394,-122.288,2630.0,7050.0
2014-08-27,27,8,2014,375000.0,4.0,2.25,2330.0,11400.0,1.0,0,0,4,8,2330.0,0,40.0,0,98058,47.4495,-122.148,2640.0,10200.0
2014-06-25,25,6,2014,276000.0,4.0,2.25,2460.0,11250.0,1.0,0,0,4,8,2460.0,0,55.0,0,98002,47.3182,-122.212,1630.0,10216.0
2015-05-11,11,5,2015,210000.0,2.0,1.0,990.0,8140.0,1.0,0,0,1,6,990.0,0,105.0,0,98116,47.5828,-122.382,2150.0,5000.0
2014-11-21,21,11,2014,279000.0,3.0,2.5,1450.0,4106.0,2.0,0,0,3,7,1450.0,0,3.0,0,98038,47.3655,-122.01899999999999,2000.0,4000.0
2015-02-23,23,2,2015,635000.0,3.0,1.75,1340.0,3900.0,2.0,0,0,5,7,1340.0,0,115.0,0,98107,47.6711,-122.37899999999999,1470.0,1611.0
2015-02-20,20,2,2015,350000.0,3.0,2.5,2730.0,7372.0,2.0,0,0,3,9,2730.0,0,17.0,0,98023,47.2831,-122.346,2710.0,8343.0
2014-09-24,24,9,2014,218000.0,3.0,1.0,1140.0,7560.0,1.0,0,0,4,6,1140.0,0,56.0,0,98058,47.4624,-122.185,1300.0,7560.0
2015-03-24,24,3,2015,750000.0,4.0,1.5,1950.0,6300.0,1.5,0,1,3,7,1650.0,300,71.0,0,98115,47.6819,-122.271,1760.0,6300.0
2015-04-01,1,4,2015,355000.0,3.0,1.0,900.0,37800.0,1.0,0,0,4,5,700.0,200,92.0,0,98034,47.7146,-122.234,1750.0,11998.0
2014-05-27,27,5,2014,735000.0,5.0,2.75,3390.0,5211.0,2.0,0,0,3,9,3390.0,0,10.0,0,98075,47.5977,-121.98100000000001,3210.0,5211.0
2014-06-02,2,6,2014,155000.0,1.0,1.0,720.0,6000.0,1.0,0,0,3,6,720.0,0,74.0,0,98108,47.5266,-122.316,1040.0,6000.0
2014-06-11,11,6,2014,354000.0,3.0,1.0,940.0,10368.0,1.0,0,0,3,7,940.0,0,49.0,0,98052,47.6608,-122.133,2090.0,9620.0
2015-05-07,7,5,2015,415000.0,3.0,1.75,1770.0,10513.0,1.0,0,0,4,7,1400.0,370,33.0,0,98028,47.7726,-122.266,2070.0,9968.0
2014-07-01,1,7,2014,202000.0,1.0,1.0,590.0,833.0,1.0,0,0,4,7,590.0,0,88.0,0,98122,47.6082,-122.29899999999999,780.0,1617.0
2015-05-06,6,5,2015,580000.0,3.0,2.5,1980.0,1873.0,2.0,0,0,3,7,1470.0,510,19.0,0,98107,47.6659,-122.369,1500.0,1873.0
2014-10-22,22,10,2014,1495000.0,4.0,3.25,3070.0,10375.0,2.0,0,0,3,10,2180.0,890,52.0,2005,98004,47.5862,-122.198,2500.0,11194.0
2014-10-08,8,10,2014,790000.0,4.0,2.5,3500.0,7519.0,2.0,0,0,3,9,3500.0,0,10.0,0,98053,47.6799,-122.024,3920.0,7982.0
2015-03-05,5,3,2015,499900.0,3.0,2.5,2100.0,5112.0,2.0,0,0,3,8,2100.0,0,16.0,0,98065,47.5338,-121.867,2100.0,4370.0
2014-06-22,22,6,2014,810000.0,4.0,2.5,2810.0,10613.0,2.0,0,0,3,9,2810.0,0,25.0,0,98006,47.5424,-122.141,2800.0,9933.0
2015-02-20,20,2,2015,425000.0,4.0,1.5,2290.0,8773.0,1.0,0,0,4,7,1330.0,960,68.0,0,98133,47.7173,-122.33,1740.0,7058.0
2014-12-26,26,12,2014,241250.0,3.0,1.75,1350.0,7588.0,1.0,0,0,3,7,1350.0,0,21.0,0,98010,47.3123,-122.023,1470.0,7341.0
2014-11-12,12,11,2014,318700.0,4.0,2.5,2770.0,19116.0,1.0,0,0,4,8,1600.0,1170,53.0,0,98003,47.3386,-122.319,2730.0,18429.0
2014-08-27,27,8,2014,720000.0,4.0,1.75,2530.0,5000.0,1.5,0,2,5,8,2070.0,460,97.0,0,98103,47.6624,-122.348,1950.0,3600.0
2014-07-15,15,7,2014,291000.0,3.0,1.0,1280.0,10500.0,1.5,0,0,4,5,1280.0,0,73.0,0,98024,47.566,-121.89399999999999,1410.0,10500.0
2014-07-18,18,7,2014,420000.0,3.0,1.75,1060.0,38644.0,1.0,0,0,3,7,1060.0,0,31.0,0,98077,47.7442,-122.072,1310.0,11416.0
2014-07-26,26,7,2014,210000.0,2.0,1.75,1000.0,3554.0,1.0,0,0,4,8,1000.0,0,39.0,0,98198,47.3811,-122.32,1150.0,4000.0
2015-04-27,27,4,2015,645000.0,3.0,3.25,3870.0,11000.0,2.0,0,2,3,9,2970.0,900,24.0,0,98106,47.5545,-122.354,2970.0,11000.0
2014-05-19,19,5,2014,762000.0,5.0,2.0,3370.0,5000.0,1.5,0,0,4,7,2140.0,1230,107.0,0,98109,47.6373,-122.35,1920.0,3200.0
2014-07-24,24,7,2014,247500.0,4.0,1.75,2290.0,7765.0,1.0,0,0,3,6,2290.0,0,78.0,1953,98146,47.4997,-122.353,1240.0,8215.0
2014-07-23,23,7,2014,282500.0,3.0,2.25,1670.0,7150.0,2.0,0,0,4,7,1670.0,0,24.0,0,98042,47.3603,-122.088,1570.0,7040.0
2014-06-16,16,6,2014,295000.0,3.0,1.75,1770.0,8235.0,1.0,0,0,3,7,1030.0,740,54.0,0,98148,47.4323,-122.32799999999999,1560.0,8918.0
2014-08-26,26,8,2014,235000.0,2.0,1.0,820.0,5100.0,1.0,0,0,4,6,820.0,0,60.0,0,98056,47.5175,-122.205,2270.0,5100.0
2014-10-01,1,10,2014,770000.0,3.0,1.75,1900.0,6334.0,1.0,0,2,3,8,1450.0,450,66.0,0,98105,47.6675,-122.27600000000001,1530.0,6334.0
2014-05-08,8,5,2014,559950.0,2.0,2.0,1870.0,4950.0,1.0,0,0,3,8,1870.0,0,8.0,0,98053,47.7195,-122.022,1670.0,4800.0
2014-07-10,10,7,2014,639000.0,4.0,2.0,1840.0,5419.0,1.0,0,0,4,7,920.0,920,72.0,0,98199,47.6483,-122.404,1800.0,5419.0
2015-04-28,28,4,2015,314950.0,3.0,1.0,1590.0,8470.0,1.0,0,0,4,7,1140.0,450,48.0,0,98058,47.4473,-122.15899999999999,1570.0,9375.0
2015-03-24,24,3,2015,525000.0,3.0,1.0,1640.0,6180.0,1.0,0,0,4,7,1640.0,0,69.0,0,98118,47.5682,-122.28399999999999,1540.0,6180.0
2014-05-09,9,5,2014,2400000.0,3.0,2.25,3000.0,11665.0,1.5,1,4,3,11,3000.0,0,13.0,0,98075,47.5884,-122.086,3000.0,15959.0
2014-06-02,2,6,2014,820000.0,3.0,1.75,2160.0,6272.0,1.0,0,0,4,8,1390.0,770,54.0,0,98115,47.6777,-122.306,1290.0,5376.0
2014-09-11,11,9,2014,1385000.0,3.0,3.0,2490.0,3600.0,2.0,0,3,4,8,1790.0,700,103.0,0,98119,47.6313,-122.369,2490.0,3600.0
2014-10-17,17,10,2014,521450.0,3.0,2.0,1290.0,5700.0,1.0,0,0,5,7,1290.0,0,64.0,0,98116,47.5713,-122.397,1160.0,5700.0
2014-06-19,19,6,2014,346150.0,3.0,2.0,2140.0,7200.0,1.0,0,0,4,8,1480.0,660,48.0,0,98056,47.5084,-122.185,2070.0,7220.0
2015-04-22,22,4,2015,390000.0,2.0,1.0,980.0,3800.0,1.0,0,0,3,7,980.0,0,89.0,0,98103,47.6903,-122.34,1520.0,5010.0
2014-09-24,24,9,2014,359950.0,5.0,2.25,2450.0,9432.0,2.0,0,0,3,8,2450.0,0,41.0,0,98058,47.4519,-122.13,2310.0,9100.0
2014-06-03,3,6,2014,430000.0,3.0,2.0,1360.0,5120.0,1.5,0,0,4,6,910.0,450,90.0,0,98116,47.5587,-122.39299999999999,1440.0,5120.0
2015-04-24,24,4,2015,960000.0,4.0,3.5,4610.0,11676.0,2.0,0,0,3,10,4610.0,0,15.0,0,98075,47.6011,-121.98299999999999,3900.0,11164.0
2015-01-08,8,1,2015,1010000.0,3.0,2.5,2860.0,5805.0,2.0,0,0,3,9,2860.0,0,16.0,0,98005,47.6218,-122.16,2360.0,5832.0
2015-01-20,20,1,2015,290000.0,3.0,2.0,1810.0,11456.0,1.0,0,0,3,7,1810.0,0,45.0,0,98045,47.4648,-121.756,1360.0,12931.0
2015-03-17,17,3,2015,1350000.0,4.0,2.0,2240.0,10296.0,1.0,0,0,5,8,2240.0,0,67.0,0,98004,47.6177,-122.21700000000001,2500.0,10918.0
2014-10-07,7,10,2014,526000.0,2.0,1.0,1450.0,4500.0,1.5,0,0,4,7,1450.0,0,93.0,0,98107,47.6739,-122.396,1470.0,5000.0
2015-04-18,18,4,2015,550000.0,3.0,3.5,1450.0,1091.0,2.0,0,0,3,8,1200.0,250,8.0,0,98119,47.6475,-122.359,1490.0,3017.0
2014-12-23,23,12,2014,276000.0,3.0,1.5,1820.0,8750.0,1.0,0,0,4,7,1200.0,620,56.0,0,98198,47.4213,-122.322,1500.0,8000.0
2015-01-22,22,1,2015,325000.0,3.0,1.75,2080.0,6554.0,1.0,0,0,3,7,1040.0,1040,65.0,0,98118,47.5135,-122.257,1230.0,5650.0
2014-09-26,26,9,2014,365000.0,3.0,2.5,1780.0,1754.0,3.0,0,0,3,8,1780.0,0,7.0,0,98126,47.548,-122.37299999999999,1780.0,1607.0
2015-03-05,5,3,2015,825050.0,4.0,3.25,2860.0,3680.0,2.0,0,0,3,9,1980.0,880,90.0,1993,98115,47.6752,-122.3,2010.0,3680.0
2014-07-21,21,7,2014,690000.0,3.0,1.5,2540.0,9520.0,1.0,0,0,3,8,1500.0,1040,55.0,0,98115,47.6834,-122.306,1870.0,6800.0
2015-04-15,15,4,2015,390000.0,4.0,1.0,1140.0,6250.0,1.5,0,0,3,6,1140.0,0,57.0,0,98126,47.5433,-122.375,1140.0,1370.0
2015-03-04,4,3,2015,385000.0,3.0,2.0,1320.0,1297.0,3.0,0,0,3,7,1320.0,0,20.0,0,98117,47.6959,-122.376,1380.0,1503.0
2015-03-31,31,3,2015,619000.0,3.0,2.5,2040.0,7503.0,2.0,0,0,3,8,2040.0,0,28.0,0,98029,47.5718,-122.021,2170.0,7503.0
2015-04-27,27,4,2015,412450.0,3.0,2.0,1910.0,13505.0,1.0,0,0,3,8,1910.0,0,60.0,0,98034,47.7114,-122.23,2010.0,8000.0
2015-01-23,23,1,2015,580000.0,3.0,1.75,1460.0,2800.0,2.0,0,0,3,7,1460.0,0,87.0,0,98117,47.6779,-122.37100000000001,1220.0,4062.0
2015-04-06,6,4,2015,704300.0,4.0,1.5,1790.0,4080.0,1.5,0,0,5,7,1790.0,0,87.0,0,98144,47.5749,-122.291,1710.0,4080.0
2014-11-07,7,11,2014,267000.0,3.0,2.0,1390.0,6005.0,2.0,0,0,3,8,1390.0,0,9.0,0,98022,47.2117,-121.99,1264.0,5550.0
